Major,Male,Female,Neutral
Elementary Education ,0,9,0
Elementary Education ,0,3,0
Elementary Education ,0,1,0
Elementary Education ,1,20,0
Early Childhood Education ,0,1,0
Elementary Education ,2,7,0
Education ,1,4,0
Secondary & Continuing Educ ,1,0,0
Secondary & Continuing Educ ,2,0,0
Secondary & Continuing Educ ,1,2,0
Secondary & Continuing Educ ,0,1,0
Education ,0,3,0
Education ,1,0,0
Education ,1,0,0
Education ,0,1,0
Computer Science ,1,1,0
Computer Science ,2,0,0
Mechanical Engineering ,3,0,0
Music Education ,0,8,0
Music Education ,5,7,0
Music Education ,0,1,0
Crafts ,0,3,0
Crafts ,1,0,0
Crafts ,2,0,0
Art and Design ,0,2,0
Art and Design ,1,0,0
Art and Design ,0,1,0
Art and Design ,2,3,0
Art and Design ,1,1,0
Art and Design ,2,0,0
Architecture ,13,3,0
Architecture ,9,3,0
Theatre ,4,3,0
Theatre ,0,1,0
Theatre ,2,0,0
Theatre ,2,6,0
Theatre ,0,1,0
Theatre ,2,0,0
Mathematics ,4,0,0
Mathematics ,1,0,0
Mathematics ,1,6,0
Applied Mathematics ,2,5,0
Biology ,5,5,0
Biology ,4,4,0
Biology ,4,0,0
Biology ,1,0,0
Biology ,1,0,0
Economics ,27,9,0
History ,7,7,0
Speech Communication ,1,0,0
Religious Studies ,0,1,0
English ,1,8,0
Rhetoric ,6,7,0
Rhetoric ,2,2,0
Classics ,0,1,0
Classics ,1,0,0
Interdisciplinary ,0,1,0
Interdisciplinary ,2,2,0
Interdisciplinary ,1,0,0
Interdisciplinary ,0,1,0
Statistics ,0,1,0
Geology ,0,1,0
Geology ,0,1,0
Geology ,0,2,0
Comparative Literature ,1,1,0
Germanic Lang & Lit ,0,2,0
French ,0,1,0
Kinesiology ,5,1,0
Kinesiology ,2,3,0
Leisure Studies ,5,6,0
Leisure Studies ,3,14,0
Leisure Studies ,0,1,0
Leisure Studies ,53,17,0
Community Health ,2,15,0
Community Health ,7,38,0
Community Health ,0,3,0
Library & Information Science ,0,1,0
Library & Information Science ,2,7,0
"Agribusiness, Farm & Financial ",12,5,0
"Agribusiness, Farm & Financial ",13,2,0
"Agribusiness, Farm & Financial ",2,1,0
"Agribusiness, Farm & Financial ",7,2,0
"Intl, Resource, Consumer Econ ",10,5,0
"Intl, Resource, Consumer Econ ",4,2,0
"Intl, Resource, Consumer Econ ",5,4,0
Animal Sciences ,0,1,0
Animal Sciences ,3,12,0
Animal Sciences ,2,1,0
Animal Sciences ,8,34,0
Food Science & Human Nutrition ,2,6,0
Food Science & Human Nutrition ,2,5,0
Food Science & Human Nutrition ,3,7,0
Food Science & Human Nutrition ,1,13,0
Food Science & Human Nutrition ,15,26,0
Agr & Environmental Cmc & Educ ,1,1,0
Agr & Environmental Cmc & Educ ,1,3,0
Human Development & Family St ,0,12,0
Human Development & Family St ,1,8,0
Crop Sciences ,1,0,0
Crop Sciences ,2,0,0
Crop Sciences ,2,1,0
Crop Sciences ,0,1,0
Natural Resrcs & Environ Sci ,1,1,0
Natural Resrcs & Environ Sci ,4,4,0
Natural Resrcs & Environ Sci ,3,0,0
Natural Resrcs & Environ Sci ,2,3,0
Natural Resrcs & Environ Sci ,2,5,0
Natural Resrcs & Environ Sci ,0,1,0
Horticulture ,5,0,0
Horticulture ,1,0,0
Business Administration (MBA) ,14,6,0
Finance ,15,8,0
Finance ,69,43,0
Accountancy ,46,26,0
Accountancy ,10,3,0
Accountancy ,10,15,1
Accountancy ,33,52,0
Accountancy ,1,0,0
Business Administration ,27,30,0
Business Administration ,7,5,0
Business Administration ,2,4,0
Business Administration ,3,1,0
Business Administration ,5,2,0
Business Administration ,14,3,0
Business Administration ,3,0,0
Business Administration ,24,17,0
Business Administration (MBA) ,24,6,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,6,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,3,0
Elementary Education ,1,0,0
Elementary Education ,1,0,0
Elementary Education ,1,2,0
Elementary Education ,0,17,0
Elementary Education ,3,27,0
Elementary Education ,2,7,0
Elementary Education ,0,5,0
Elementary Education ,0,2,0
Elementary Education ,1,16,0
Elementary Education ,1,2,0
Education ,1,0,0
Secondary & Continuing Educ ,0,1,0
Secondary & Continuing Educ ,1,0,0
Secondary & Continuing Educ ,4,1,0
Secondary & Continuing Educ ,2,0,0
Education ,1,0,0
Computer Science ,1,0,0
Computer Science ,1,0,0
Mechanical Engineering ,3,0,0
Mechanical Engineering ,2,2,0
Music Education ,3,4,0
Music Education ,5,7,0
Music Education ,0,3,0
Crafts ,1,0,0
Crafts ,2,1,0
Art and Design ,0,1,0
Art and Design ,1,1,0
Art and Design ,1,3,0
Art and Design ,2,1,0
Art and Design ,0,1,0
Art and Design ,0,1,0
Architecture ,7,9,0
Architecture ,6,5,0
Theatre ,6,5,0
Theatre ,0,1,0
Theatre ,0,1,0
Theatre ,2,5,0
Theatre ,0,1,0
Mathematics ,3,0,0
Mathematics ,4,2,0
Applied Mathematics ,2,2,0
Biology ,6,5,0
Biology ,4,4,0
Biology ,2,4,0
Biology ,1,0,0
Economics ,26,10,0
Chemistry ,1,1,0
History ,8,9,0
Speech Communication ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,0,1,0
English ,1,5,0
Rhetoric ,5,8,0
Rhetoric ,1,3,0
Classics ,0,1,0
Classics ,1,0,0
Classics ,0,2,0
Interdisciplinary ,3,1,0
Interdisciplinary ,1,0,0
Interdisciplinary ,0,2,0
Physics ,1,0,0
Statistics ,0,1,0
Geology ,1,1,0
Comparative Literature ,0,3,0
Geography ,1,0,0
Germanic Lang & Lit ,1,0,0
French ,1,1,0
French ,0,1,0
Community Health ,3,17,0
Community Health ,17,33,0
Community Health ,2,6,0
Kinesiology ,3,6,0
Kinesiology ,0,2,0
Speech & Hearing Science ,0,1,0
Speech & Hearing Science ,0,22,0
Leisure Studies ,9,8,0
Leisure Studies ,4,12,0
Leisure Studies ,48,7,0
"Recreation, Sport, and Tourism ",2,0,0
"Recreation, Sport, and Tourism ",1,5,0
"Recreation, Sport, and Tourism ",15,3,0
Library & Information Science ,0,2,0
Library & Information Science ,2,9,0
"Agribusiness, Farm & Financial ",6,3,0
"Agribusiness, Farm & Financial ",9,5,0
"Agribusiness, Farm & Financial ",2,0,0
"Agribusiness, Farm & Financial ",4,2,0
"Intl, Resource, Consumer Econ ",6,4,0
"Intl, Resource, Consumer Econ ",1,0,0
"Intl, Resource, Consumer Econ ",3,2,0
Agr & Consumer Economics ,4,4,0
Agr & Consumer Economics ,10,5,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,5,3,0
Agr & Consumer Economics ,10,6,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,3,3,0
Agr & Consumer Economics ,1,0,0
Animal Sciences ,2,1,0
Animal Sciences ,3,8,0
Animal Sciences ,1,4,0
Animal Sciences ,16,27,0
Food Science & Human Nutrition ,4,9,0
Food Science & Human Nutrition ,4,3,0
Food Science & Human Nutrition ,5,9,0
Food Science & Human Nutrition ,0,14,0
Food Science & Human Nutrition ,12,25,0
Agr & Environmental Cmc & Educ ,0,2,0
Agr & Environmental Cmc & Educ ,0,1,0
Agr & Environmental Cmc & Educ ,1,1,0
Agr & Environmental Cmc & Educ ,1,1,0
Human Development & Family St ,1,9,0
Human Development & Family St ,1,5,0
Crop Sciences ,1,1,0
Crop Sciences ,4,3,0
Crop Sciences ,0,1,0
Natural Resrcs & Environ Sci ,6,1,0
Natural Resrcs & Environ Sci ,2,2,0
Natural Resrcs & Environ Sci ,2,4,0
Natural Resrcs & Environ Sci ,2,1,0
Horticulture ,1,2,0
Business Administration (MBA) ,50,15,0
Finance ,63,50,0
Accountancy ,43,37,0
Accountancy ,1,2,0
Accountancy ,9,7,3
Accountancy ,31,44,0
Business Administration ,18,34,0
Business Administration ,4,7,0
Business Administration ,1,1,0
Business Administration ,6,1,0
Business Administration ,11,5,0
Business Administration ,41,7,0
Business Administration (MBA) ,49,9,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,2,1
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,3,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,0,16,0
Elementary Education ,3,21,0
Elementary Education ,0,1,0
Elementary Education ,1,7,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,15,0
Elementary Education ,0,5,0
Secondary & Continuing Educ ,0,1,0
Secondary & Continuing Educ ,3,0,0
Secondary & Continuing Educ ,1,1,0
Secondary & Continuing Educ ,1,1,0
Bioinformatics ,1,1,0
Mechanical Engineering ,6,3,0
Music Education ,4,3,0
Music Education ,10,8,0
Music Education ,1,1,0
Crafts ,0,1,0
Crafts ,2,1,0
Art and Design ,0,3,0
Art and Design ,2,4,0
Art and Design ,3,3,0
Art and Design ,0,1,0
Architecture ,2,0,0
Architecture ,9,4,0
Architecture ,6,6,0
Theatre ,3,0,0
Theatre ,1,0,0
Theatre ,1,2,0
Theatre ,1,1,0
Theatre ,1,0,0
Theatre ,0,1,0
Theatre ,0,1,0
Anthropology ,0,1,0
Mathematics ,1,0,0
Mathematics ,1,0,0
Mathematics ,1,0,0
Mathematics ,1,4,0
Applied Mathematics ,0,2,0
Integrative Biology ,3,2,0
Biology ,0,1,0
Biology ,2,0,0
Biology ,4,6,0
Biology ,5,1,0
Biology ,0,2,0
Economics ,31,10,0
Chemistry ,0,1,0
History ,15,9,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
English ,2,6,0
Rhetoric ,7,7,0
Classics ,1,0,0
Interdisciplinary ,3,2,0
Interdisciplinary ,1,0,0
Interdisciplinary ,0,3,0
Physics ,1,0,0
Statistics ,1,1,0
Geology ,0,2,0
Geology ,2,0,0
Chemical Engineering ,1,0,0
Comparative Literature ,0,2,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,0,1,0
French ,1,0,0
Community Health ,4,20,0
Community Health ,17,39,0
Community Health ,2,11,0
Kinesiology ,2,4,0
Kinesiology ,2,3,0
Speech & Hearing Science ,0,1,0
Speech & Hearing Science ,1,26,1
Leisure Studies ,9,2,0
Leisure Studies ,2,2,0
Leisure Studies ,18,10,0
"Recreation, Sport, and Tourism ",9,5,0
"Recreation, Sport, and Tourism ",3,6,0
"Recreation, Sport, and Tourism ",35,11,0
VMS - Veterinary Biosciences ,1,0,0
Library & Information Science ,0,1,0
Library & Information Science ,1,5,0
"Agribusiness, Farm & Financial ",5,2,0
"Agribusiness, Farm & Financial ",3,0,0
"Agribusiness, Farm & Financial ",2,0,0
"Agribusiness, Farm & Financial ",2,0,0
"Intl, Resource, Consumer Econ ",1,1,0
"Intl, Resource, Consumer Econ ",1,1,0
Agr & Consumer Economics ,10,5,0
Agr & Consumer Economics ,20,4,0
Agr & Consumer Economics ,3,0,0
Agr & Consumer Economics ,11,6,0
Agr & Consumer Economics ,13,5,0
Agr & Consumer Economics ,2,3,0
Agr & Consumer Economics ,1,1,0
Agr & Consumer Economics ,7,2,0
Animal Sciences ,1,1,0
Animal Sciences ,3,11,0
Animal Sciences ,2,1,0
Animal Sciences ,9,33,0
Bioinformatics ,0,1,0
Food Science & Human Nutrition ,8,6,0
Food Science & Human Nutrition ,0,4,0
Food Science & Human Nutrition ,4,11,0
Food Science & Human Nutrition ,0,10,0
Food Science & Human Nutrition ,7,15,0
Agr & Environmental Cmc & Educ ,0,1,0
Agr & Environmental Cmc & Educ ,0,3,0
Human Development & Family St ,1,12,0
Human Development & Family St ,0,9,0
Crop Sciences ,2,2,0
Crop Sciences ,0,2,0
Natural Resrcs & Environ Sci ,5,0,0
Natural Resrcs & Environ Sci ,1,1,0
Natural Resrcs & Environ Sci ,0,2,0
Natural Resrcs & Environ Sci ,0,2,0
Natural Resrcs & Environ Sci ,1,2,0
Horticulture ,0,1,0
Horticulture ,3,3,0
Horticulture ,1,0,0
Business Administration (MBA) ,76,28,0
Finance ,78,34,0
Accountancy ,16,15,0
Accountancy ,15,14,1
Accountancy ,28,71,0
Business Administration ,7,12,0
Business Administration ,3,8,0
Business Administration ,2,0,0
Business Administration ,0,1,0
Business Administration ,6,4,0
Management ,0,2,0
Management ,0,2,0
Management ,2,1,0
Management ,0,1,0
Business Administration ,37,11,0
Business Administration (MBA) ,37,9,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,4,0
Elementary Education ,0,2,0
Elementary Education ,0,11,0
Elementary Education ,1,17,0
Elementary Education ,0,4,0
Elementary Education ,0,2,0
Elementary Education ,1,2,0
Elementary Education ,1,10,0
Elementary Education ,0,6,0
Secondary & Continuing Educ ,0,1,0
Secondary & Continuing Educ ,2,0,0
Secondary & Continuing Educ ,2,0,0
Secondary & Continuing Educ ,0,2,0
Computer Science ,1,0,0
Computer Science ,1,0,0
Bioinformatics ,1,0,0
Mechanical Engineering ,1,0,0
Mechanical Engineering ,7,0,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,1,0,0
Materials Science & Engr ,2,0,0
Nuclear Engineering ,4,0,0
Nuclear Engineering ,5,0,0
Nuclear Engineering ,4,0,0
Music ,5,3,0
Music ,15,22,0
Music ,4,4,0
Music ,1,1,0
Music ,9,0,0
Music Education ,1,1,0
Music Education ,10,7,0
Music ,6,10,0
Music ,3,0,0
Music ,1,0,0
Music ,0,4,0
Music ,0,1,0
Music ,1,0,0
Music ,0,1,0
Music ,1,2,0
Crafts ,1,0,0
Crafts ,0,1,0
Art and Design ,0,1,0
Art and Design ,2,3,0
Art and Design ,1,4,0
Art and Design ,0,2,0
Architecture ,0,1,0
Architecture ,12,5,0
Architecture ,9,3,0
Theatre ,2,0,0
Theatre ,0,1,0
Theatre ,1,1,0
Theatre ,0,1,0
Theatre ,2,1,0
Theatre ,0,1,0
Theatre ,0,1,0
Anthropology ,1,0,0
Mathematics ,1,4,0
Applied Mathematics ,0,3,0
Integrative Biology ,4,2,0
Biology ,0,1,0
Biology ,1,3,0
Biology ,5,3,0
Economics ,14,13,0
Chemistry ,0,2,0
Molecular and Cellular Biology ,4,5,0
History ,10,8,0
Religious Studies ,0,1,0
Religious Studies ,2,1,0
English ,5,9,0
Rhetoric ,13,12,0
Rhetoric ,0,2,0
Classics ,1,0,0
Interdisciplinary ,3,1,0
Interdisciplinary ,1,6,0
Statistics ,1,1,0
Geology ,0,1,0
Chemical Engineering ,1,1,0
Comparative Literature ,3,1,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
French ,2,2,0
French ,0,2,0
Community Health ,6,25,0
Community Health ,27,37,0
Community Health ,2,14,0
Kinesiology ,1,4,0
Kinesiology ,7,5,0
Speech & Hearing Science ,0,1,0
Speech & Hearing Science ,1,0,0
Speech & Hearing Science ,2,24,0
Leisure Studies ,1,0,0
Leisure Studies ,3,1,0
"Recreation, Sport, and Tourism ",9,9,0
"Recreation, Sport, and Tourism ",6,12,0
"Recreation, Sport, and Tourism ",44,17,0
VMS-Veterinary Clinical Medcne ,0,1,0
VMS - Veterinary Biosciences ,1,0,0
Library & Information Science ,0,1,0
Library & Information Science ,0,1,0
Bioinformatics ,1,1,0
"Agribusiness, Farm & Financial ",0,1,0
"Agribusiness, Farm & Financial ",2,0,0
"Intl, Resource, Consumer Econ ",1,0,0
"Intl, Resource, Consumer Econ ",1,0,0
Agr & Consumer Economics ,7,9,0
Agr & Consumer Economics ,11,3,0
Agr & Consumer Economics ,2,0,0
Agr & Consumer Economics ,11,9,0
Agr & Consumer Economics ,6,8,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,3,1,0
Agr & Consumer Economics ,2,3,0
Agr & Consumer Economics ,5,1,0
Animal Sciences ,1,2,0
Animal Sciences ,0,14,0
Animal Sciences ,5,24,0
Food Science & Human Nutrition ,3,4,0
Food Science & Human Nutrition ,0,2,0
Food Science & Human Nutrition ,1,15,0
Food Science & Human Nutrition ,0,9,0
Food Science & Human Nutrition ,7,18,0
Agr & Environmental Cmc & Educ ,0,1,0
Agr & Environmental Cmc & Educ ,0,3,0
Agr & Environmental Cmc & Educ ,2,3,0
Human Development & Family St ,0,16,0
Human Development & Family St ,0,5,0
Crop Sciences ,0,1,0
Crop Sciences ,1,2,0
Crop Sciences ,1,1,0
Bioinformatics ,1,0,0
Natural Resrcs & Environ Sci ,2,1,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,0,2,0
Natural Resrcs & Environ Sci ,2,1,0
Horticulture ,1,3,0
Business Administration (MBA) ,65,28,0
Accountancy ,1,0,0
Accountancy ,14,16,0
Accountancy ,1,1,0
Business Administration ,4,8,0
Business Administration ,1,4,0
Business Administration ,4,1,0
Management ,5,0,0
Management ,0,3,0
Management ,1,3,0
Management ,0,1,0
Management ,5,5,0
Management ,2,0,0
Business Administration (MBA) ,32,8,3
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,1,0,0
Elementary Education ,0,1,0
Elementary Education ,2,7,0
Elementary Education ,0,4,0
Elementary Education ,0,4,0
Elementary Education ,3,5,0
Secondary & Continuing Educ ,0,2,0
Secondary Education ,0,3,0
Human Resource Education ,0,1,0
Human Resource Education ,2,5,0
Human Resource Education ,0,1,0
Human Resource Education ,1,7,0
Agricultural Engineering ,1,0,0
Bioinformatics ,1,0,0
Mechanical Engineering ,11,0,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,0,1,0
Nuclear Engineering ,5,0,0
Nuclear Engineering ,1,0,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",0,1,0
"Nuclear, Plasma, Radiolgc Engr ",0,1,0
Music ,2,2,0
Music ,7,8,0
Music ,5,2,0
Music ,1,0,0
Music ,3,0,0
Music Education ,1,3,0
Music Education ,1,10,0
Music ,1,2,0
Music ,1,0,0
Music ,1,0,0
Music ,0,2,0
Music ,0,1,0
Music ,2,0,0
Crafts ,0,3,0
Crafts ,0,1,0
Art and Design ,0,1,0
Art and Design ,2,2,0
Art and Design ,0,6,0
Art and Design ,0,1,0
Art and Design ,0,1,0
Architecture ,7,7,0
Architecture ,5,1,0
Theatre ,0,3,0
Theatre ,3,3,0
Theatre ,1,0,0
Theatre ,0,1,0
Anthropology ,0,2,0
Mathematics ,1,0,0
Mathematics ,3,0,0
Mathematics ,1,5,0
Applied Mathematics ,0,1,0
"Earth Systems, Env, & Society ",5,3,0
"Earth Systems, Env, & Society ",3,2,0
Integrative Biology ,6,3,0
Biology ,1,2,0
Biology ,0,4,0
Biology ,0,3,0
Economics ,18,11,0
Chemistry ,1,2,0
Molecular and Cellular Biology ,12,15,0
History ,16,7,0
Religious Studies ,1,0,0
Religious Studies ,1,1,0
Religious Studies ,1,0,0
English ,2,3,0
English ,1,0,0
Rhetoric ,14,9,0
Rhetoric ,0,1,0
Classics ,0,1,0
Classics ,3,1,0
Interdisciplinary ,3,0,0
Interdisciplinary ,1,8,0
Statistics ,1,0,0
Spanish ,0,2,0
Geology ,1,0,0
Geology ,0,1,0
Geology ,1,0,0
Chemical Engineering ,2,1,0
Political Science ,1,0,0
Comparative Literature ,2,0,0
Linguistics ,1,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,1,0,0
French ,0,1,0
French ,0,4,0
Community Health ,3,30,0
Community Health ,19,46,0
Community Health ,3,9,0
Kinesiology ,0,1,0
Kinesiology ,5,2,0
Speech & Hearing Science ,0,2,0
Speech & Hearing Science ,1,11,0
Leisure Studies ,1,0,0
"Recreation, Sport, and Tourism ",9,2,0
"Recreation, Sport, and Tourism ",4,8,0
"Recreation, Sport, and Tourism ",36,15,1
VMS - Veterinary Biosciences ,2,2,0
Bioinformatics ,0,1,0
Bioenergy ,6,0,0
Agricultural Production ,1,2,0
Agr & Consumer Economics ,10,7,0
Agr & Consumer Economics ,5,2,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,13,2,0
Agr & Consumer Economics ,7,0,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,2,2,0
Agr & Consumer Economics ,3,3,0
Agr & Consumer Economics ,3,3,0
Animal Sciences ,2,2,0
Animal Sciences ,3,7,0
Animal Sciences ,11,32,0
Food Science & Human Nutrition ,3,9,0
Food Science & Human Nutrition ,0,3,0
Food Science & Human Nutrition ,4,17,0
Food Science & Human Nutrition ,1,9,0
Food Science & Human Nutrition ,4,16,0
Food Science & Human Nutrition ,2,5,0
Food Science & Human Nutrition ,2,2,0
Food Science & Human Nutrition ,2,0,0
Food Science & Human Nutrition ,0,2,0
Agr & Environmental Cmc & Educ ,0,2,0
Agr & Environmental Cmc & Educ ,0,3,0
Agr & Environmental Cmc & Educ ,0,4,0
Human Development & Family St ,2,9,0
Human Development & Family St ,1,9,0
Human & Community Development ,0,2,0
Crop Sciences ,0,1,0
Crop Sciences ,2,0,0
Horticulture ,1,2,0
Bioinformatics ,2,0,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,2,1,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,1,2,0
Natural Resrcs & Environ Sci ,0,3,0
Natural Resrcs & Environ Sci ,1,0,0
Business Administration (MBA) ,67,29,0
Accountancy ,1,0,0
Business Administration ,1,1,0
Business Administration ,0,1,0
Business Administration ,1,0,0
Management ,4,2,0
Management ,6,5,0
Management ,2,1,0
Management ,3,6,0
Management ,3,2,0
Business Administration (MBA) ,34,7,1
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Elementary Education ,1,0,0
Elementary Education ,0,5,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,0,3,0
Elementary Education ,0,2,0
Elementary Education ,0,5,0
Elementary Education ,1,4,0
Secondary Education ,0,1,0
Secondary Education ,1,0,0
Secondary Education ,0,1,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,2,6,0
Ed Organization and Leadership ,3,5,0
Ed Organization and Leadership ,1,0,0
Human Resource Education ,0,1,0
Human Resource Education ,3,3,0
Human Resource Education ,0,1,0
Human Resource Education ,3,4,0
Agricultural Engineering ,1,0,0
Computer Science ,1,0,0
Computer Science ,1,0,0
Bioinformatics ,0,2,0
Mechanical Engineering ,1,0,0
Mechanical Engineering ,4,1,0
Materials Science & Engr ,0,1,0
Materials Science & Engr ,1,0,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,2,0,0
Nuclear Engineering ,13,1,0
Nuclear Engineering ,4,0,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",1,0,0
Music ,2,1,0
Music ,9,10,0
Music ,4,3,0
Music ,0,1,0
Music ,3,2,0
Music Education ,1,3,0
Music Education ,3,10,0
Music Education ,0,2,0
Music ,3,3,0
Music ,2,3,0
Music ,0,1,0
Music ,1,1,0
Crafts ,0,3,0
Crafts ,0,1,0
Art and Design ,2,4,0
Art and Design ,0,4,0
Art and Design ,0,1,0
Landscape Architecture ,1,0,0
Architecture ,7,7,0
Architecture ,4,3,0
Theatre ,0,1,0
Theatre ,0,1,0
Theatre ,3,1,0
Theatre ,2,3,0
Theatre ,1,0,0
Theatre ,1,0,0
Theatre ,0,1,0
Theatre ,2,1,0
Theatre ,1,0,0
Theatre ,1,0,0
Media and Cinema Studies ,3,0,0
Media and Cinema Studies ,1,6,0
Anthropology ,1,4,0
Mathematics ,1,0,0
Mathematics ,2,0,0
Mathematics ,3,3,0
Applied Mathematics ,1,1,0
"Earth Systems, Env, & Society ",4,5,0
"Earth Systems, Env, & Society ",4,2,0
Integrative Biology ,3,0,0
Integrative Biology ,1,0,0
Biology ,0,2,0
Biology ,1,2,0
Biology ,0,3,0
Biology ,1,3,0
Economics ,13,19,0
Chemistry ,1,0,0
Molecular and Cellular Biology ,9,9,0
Molecular and Cellular Biology ,2,1,0
History ,9,7,0
History ,1,0,0
English ,0,4,0
Rhetoric ,13,3,0
English ,0,1,0
Classics ,0,1,0
Classics ,0,3,0
Interdisciplinary ,2,1,0
Physics ,0,1,0
Statistics ,1,2,0
Spanish ,0,3,0
Geology ,1,1,0
Geology ,1,1,0
Geology ,2,0,0
Chemical Engineering ,0,2,0
Political Science ,0,2,0
Comparative Literature ,1,0,0
Linguistics ,1,1,0
Geography ,1,0,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,2,0
French ,2,0,0
Community Health ,2,31,0
Community Health ,21,41,0
Community Health ,2,12,0
Kinesiology ,1,0,0
Kinesiology ,7,1,0
Speech & Hearing Science ,0,3,0
Speech & Hearing Science ,2,21,0
"Recreation, Sport, and Tourism ",14,11,0
"Recreation, Sport, and Tourism ",2,4,0
"Recreation, Sport, and Tourism ",44,12,0
Health ,1,1,0
Health ,1,7,0
Health ,0,3,0
VMS - Veterinary Biosciences ,2,2,0
Social Work ,0,17,0
Social Work ,5,39,0
Social Work ,2,31,0
Social Work ,0,6,0
Social Work ,2,23,0
Bioinformatics ,0,2,0
Bioenergy ,4,2,0
Agricultural Production ,2,2,0
Agr & Consumer Economics ,9,9,0
Agr & Consumer Economics ,4,3,0
Agr & Consumer Economics ,11,4,0
Agr & Consumer Economics ,6,0,0
Agr & Consumer Economics ,3,0,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,5,3,0
Agr & Consumer Economics ,6,3,0
Animal Sciences ,0,7,0
Animal Sciences ,0,1,0
Animal Sciences ,5,25,0
Animal Sciences ,0,1,0
Animal Sciences ,2,1,0
Animal Sciences ,0,6,0
Bioinformatics ,4,0,0
Food Science & Human Nutrition ,3,7,0
Food Science & Human Nutrition ,1,1,0
Food Science & Human Nutrition ,1,20,0
Food Science & Human Nutrition ,0,13,0
Food Science & Human Nutrition ,5,17,0
Food Science & Human Nutrition ,3,4,0
Food Science & Human Nutrition ,0,3,0
Food Science & Human Nutrition ,1,1,0
Food Science & Human Nutrition ,1,4,0
Agr & Environmental Cmc & Educ ,0,2,0
Agr & Environmental Cmc & Educ ,1,1,0
Agr & Environmental Cmc & Educ ,0,4,0
Human Development & Family St ,1,16,0
Human Development & Family St ,0,7,0
Human & Community Development ,2,5,0
Crop Sciences ,1,1,0
Crop Sciences ,1,0,0
Crop Sciences ,2,1,0
Crop Sciences ,0,1,0
Horticulture ,2,1,0
Horticulture ,0,1,0
Bioinformatics ,3,1,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,0,2,0
Natural Resrcs & Environ Sci ,2,0,0
Natural Resrcs & Environ Sci ,1,0,0
Natural Resrcs & Environ Sci ,3,2,0
Natural Resrcs & Environ Sci ,5,1,0
Business Administration (MBA) ,75,28,0
Accountancy ,1,0,0
Business Administration ,1,0,0
Business Administration ,1,0,0
Management ,2,2,0
Management ,0,1,0
Management ,3,5,0
Management ,2,3,0
Management ,7,0,0
Management ,1,1,0
Business Administration (MBA) ,18,6,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
