Term,Major,Concentration,Total,Male,Female,Neutral
120085,Molecular and Cellular Biology ,Honors ,9,4,5,0
120085,History ,Teaching of Social Studies ,18,10,8,0
120085,Religious Studies ,Christianity ,1,0,1,0
120085,Religious Studies ,Islam ,3,2,1,0
120085,English ,English Teaching Option ,14,5,9,0
120085,Rhetoric ,Creative Writing ,25,13,12,0
120085,Rhetoric ,Creative Writing ,2,0,2,0
120085,Classics ,Classical Civilization ,1,1,0,0
120085,Interdisciplinary ,Cinema Studies ,4,3,1,0
120085,Interdisciplinary ,Gender and Women's Studies ,7,1,6,0
120085,Statistics ,Applied ,2,1,1,0
120085,Geology ,Earth & Environmental Sciences ,1,0,1,0
120085,Chemical Engineering ,Biomolecular Engineering ,2,1,1,0
120085,Comparative Literature ,World Literature ,4,3,1,0
120085,Germanic Lang & Lit ,German and Commercial Studies ,1,1,0,0
120085,Germanic Lang & Lit ,Language and Literature ,1,0,1,0
120085,Germanic Lang & Lit ,Scandinavian Studies ,1,0,1,0
120085,French ,French Commercial Studies ,4,2,2,0
120085,French ,French Studies ,2,0,2,0
120085,Community Health ,Health Education ,31,6,25,0
120085,Community Health ,Health Planning & Admin ,64,27,37,0
120085,Community Health ,Rehab & Disability Studies ,16,2,14,0
120085,Kinesiology ,Athletic Training ,5,1,4,0
120085,Kinesiology ,Teacher Education K-12 ,12,7,5,0
120085,Speech & Hearing Science ,Human Communication Science ,1,0,1,0
120085,Speech & Hearing Science ,Audiology ,1,1,0,0
120085,Speech & Hearing Science ,Speech-Language Pathology ,26,2,24,0
120085,Leisure Studies ,Recreation Management ,1,1,0,0
120085,Leisure Studies ,Sports Management ,4,3,1,0
120085,"Recreation, Sport, and Tourism ",Recreation Management ,18,9,9,0
120085,"Recreation, Sport, and Tourism ",Tourism Management ,18,6,12,0
120085,"Recreation, Sport, and Tourism ",Sports Management ,61,44,17,0
120085,VMS-Veterinary Clinical Medcne ,Vet Clinical Med Res Scholars ,1,0,1,0
120085,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,1,1,0,0
120085,Library & Information Science ,Library & Info Sci - Media ,1,0,1,0
120085,Library & Information Science ,Library & Info Sci - Media ,1,0,1,0
120085,Bioinformatics ,Library & Information Science ,2,1,1,0
120095,"Agribusiness, Farm & Financial ",Agri-Accounting ,1,0,1,0
120095,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,2,2,0,0
120095,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,1,1,0,0
120095,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",1,1,0,0
120095,Agr & Consumer Economics ,Agri-Accounting ,16,7,9,0
120095,Agr & Consumer Economics ,Agri-Finance ,14,11,3,0
120095,Agr & Consumer Economics ,Farm Management ,2,2,0,0
120095,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,20,11,9,0
120095,Agr & Consumer Economics ,Consumer Economics & Finance ,14,6,8,0
120095,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,1,1,0,0
120095,Agr & Consumer Economics ,Individually Planned Curricula ,1,1,0,0
120095,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",4,3,1,0
120095,Agr & Consumer Economics ,Public Policy and Law ,5,2,3,0
120095,Agr & Consumer Economics ,Financial Planning ,6,5,1,0
120095,Animal Sciences ,Animal Business Mgt and Ind ,3,1,2,0
120095,Animal Sciences ,"Companion,Rec,Lab An Sci ",14,0,14,0
120095,Animal Sciences ,"Science, Biotech & Pre-VetMed ",29,5,24,0
120095,Food Science & Human Nutrition ,Food Science ,7,3,4,0
120095,Food Science & Human Nutrition ,Food Industry and Business ,2,0,2,0
120095,Food Science & Human Nutrition ,Human Nutrition ,16,1,15,0
120095,Food Science & Human Nutrition ,Dietetics ,9,0,9,0
120095,Food Science & Human Nutrition ,Hospitality Management ,25,7,18,0
120095,Agr & Environmental Cmc & Educ ,Agricultural Communications ,1,0,1,0
120095,Agr & Environmental Cmc & Educ ,Agricultural Education ,3,0,3,0
120095,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",5,2,3,0
120095,Human Development & Family St ,Child and Adolescent Dev ,16,0,16,0
120095,Human Development & Family St ,Family Studies ,5,0,5,0
120095,Crop Sciences ,Crops ,1,0,1,0
120095,Crop Sciences ,Plant Biotech & Molecular Bio ,3,1,2,0
120095,Crop Sciences ,Biological Sciences ,2,1,1,0
120095,Bioinformatics ,Crop Science ,1,1,0,0
120095,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,3,2,1,0
120095,Natural Resrcs & Environ Sci ,Forest Science ,1,1,0,0
120095,Natural Resrcs & Environ Sci ,Human Dimensions ,2,0,2,0
120095,Natural Resrcs & Environ Sci ,Resource Ecology ,3,2,1,0
120095,Horticulture ,Production and Management ,4,1,3,0
120095,Business Administration (MBA) ,MBA ,93,65,28,0
120095,Accountancy ,Accountancy (BS/Master Prg) ,1,1,0,0
120095,Accountancy ,Tax ,30,14,16,0
120095,Accountancy ,Accountancy Postb ,2,1,1,0
120095,Business Administration ,Marketing ,12,4,8,0
120095,Business Administration ,Organizational Administration ,5,1,4,0
120095,Business Administration ,Entrepreneurship ,5,4,1,0
120095,Management ,Entrepreneurship ,5,5,0,0
120095,Management ,Entrepreneurship ,3,0,3,0
120095,Management ,International Business ,4,1,3,0
120095,Management ,International Business ,1,0,1,0
120095,Management ,General Management ,10,5,5,0
120095,Management ,General Management ,2,2,0,0
120095,Business Administration (MBA) ,Executive Program ,43,32,8,3
120095,Early Childhood Education ,ECh: Dance ,1,0,1,0
120095,Early Childhood Education ,ECh: Language arts ,1,0,1,0
120095,Early Childhood Education ,ECh: Psychology ,1,0,1,0
120095,Early Childhood Education ,ECh: Spanish ,2,0,2,0
120095,Elementary Education ,EIEd: Biology ,1,0,1,0
120095,Elementary Education ,EIEd: History ,1,1,0,0
120095,Elementary Education ,EIEd: Language Arts ,1,0,1,0
120095,Elementary Education ,EIEd: Mathematics ,9,2,7,0
120095,Elementary Education ,ElEd: Psychology ,4,0,4,0
120095,Elementary Education ,EIEd: Spanish ,4,0,4,0
120095,Elementary Education ,Elementary Ed - Cert ,8,3,5,0
120095,Secondary & Continuing Educ ,English Certification ,2,0,2,0
120095,Secondary Education ,English ,3,0,3,0
120095,Human Resource Education ,Human Resource Development ,1,0,1,0
120095,Human Resource Education ,Human Resource Development ,7,2,5,0
120095,Human Resource Education ,Human Resource Development ,1,0,1,0
120095,Human Resource Education ,Human Resource Development ,8,1,7,0
120095,Agricultural Engineering ,Food & Bioprocess Engineering ,1,1,0,0
120095,Bioinformatics ,Computer Science ,1,1,0,0
120095,Mechanical Engineering ,BS/MS Mechanical Engineering ,11,11,0,0
120095,Materials Science & Engr ,Ceramics ,2,1,1,0
120095,Materials Science & Engr ,Electronic Materials ,2,1,1,0
120095,Materials Science & Engr ,Biomaterials ,2,1,1,0
120095,Materials Science & Engr ,Polymer ,1,0,1,0
120095,Nuclear Engineering ,"Power, Safety, and the Environ ",5,5,0,0
120095,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,1,1,0,0
120095,Nuclear Engineering ,"Radiol, Medical, & Instr Apps ",1,1,0,0
120095,"Nuclear, Plasma, Radiolgc Engr ","Power, Safety, and the Environ ",1,0,1,0
120095,"Nuclear, Plasma, Radiolgc Engr ",Plasma and Fusion Sci and Engr ,1,0,1,0
120095,Music ,Choral Music ,4,2,2,0
120095,Music ,Performance and Literature ,15,7,8,0
120095,Music ,Music Composition ,7,5,2,0
120095,Music ,Vocal Coaching & Accompanying ,1,1,0,0
120095,Music ,Jazz Performance ,3,3,0,0
120095,Music Education ,Choral Music ,4,1,3,0
120095,Music Education ,Instrumental Music ,11,1,10,0
120095,Music ,Performance and Literature ,3,1,2,0
120095,Music ,Music Composition ,1,1,0,0
120095,Music ,Music Theory ,1,1,0,0
120095,Music ,Musicology ,2,0,2,0
120095,Music ,Vocal Coaching & Accompanying ,1,0,1,0
120095,Music ,Jazz Performance ,2,2,0,0
120095,Crafts ,Ceramics ,3,0,3,0
120095,Crafts ,Metals ,1,0,1,0
120095,Art and Design ,Graphic Design ,1,0,1,0
120095,Art and Design ,Industrial Design ,4,2,2,0
120095,Art and Design ,Metals ,6,0,6,0
120095,Art and Design ,Painting ,1,0,1,0
120095,Art and Design ,Photography ,1,0,1,0
120095,Architecture ,Architecture - 2 Yr ,14,7,7,0
120095,Architecture ,Architecture Track 3 ,6,5,1,0
120095,Theatre ,Theatre Studies ,3,0,3,0
120095,Theatre ,Acting ,6,3,3,0
120095,Theatre ,Lighting Design ,1,1,0,0
120095,Theatre ,Design and Technology ,1,0,1,0
120095,Anthropology ,Socioculturl & Linguistic Anth ,2,0,2,0
120095,Mathematics ,Operations Research ,1,1,0,0
120095,Mathematics ,Graduate Preparation ,3,3,0,0
120095,Mathematics ,Mathematics Teaching Option ,6,1,5,0
120095,Applied Mathematics ,Actuarial Science ,1,0,1,0
120095,"Earth Systems, Env, & Society ",Society and the Environment ,8,5,3,0
120095,"Earth Systems, Env, & Society ",Science of the Earth System ,5,3,2,0
120095,Integrative Biology ,Honors Integrative Biology ,9,6,3,0
120095,Biology ,"Ecology, Ethology, Evolution ",3,1,2,0
120095,Biology ,Ecology & Evolutionary Biology ,4,0,4,0
120095,Biology ,Physiol & Molec Plant Biology ,3,0,3,0
120095,Economics ,Policy Economics ,29,18,11,0
120095,Chemistry ,Chemistry Teaching Option ,3,1,2,0
120095,Molecular and Cellular Biology ,Honors ,27,12,15,0
120095,History ,Teaching of Social Studies ,23,16,7,0
120095,Religious Studies ,Islam ,1,1,0,0
120095,Religious Studies ,Philosophy of Religion ,2,1,1,0
120095,Religious Studies ,Religion and Culture ,1,1,0,0
120095,English ,English Teaching Option ,5,2,3,0
120095,English ,English Teaching Option ,1,1,0,0
120095,Rhetoric ,Creative Writing ,23,14,9,0
120095,Rhetoric ,Creative Writing ,1,0,1,0
120095,Classics ,Latin ,1,0,1,0
120095,Classics ,Classical Civilization ,4,3,1,0
120095,Interdisciplinary ,Cinema Studies ,3,3,0,0
120095,Interdisciplinary ,Gender and Women's Studies ,9,1,8,0
120095,Statistics ,Applied ,1,1,0,0
120095,Spanish ,Spanish Linguistics ,2,0,2,0
120095,Geology ,Geophysics ,1,1,0,0
120095,Geology ,Environmental Geology ,1,0,1,0
120095,Geology ,Earth & Environmental Sciences ,1,1,0,0
120095,Chemical Engineering ,Biomolecular Engineering ,3,2,1,0
120095,Political Science ,Civic Leadership ,1,1,0,0
120095,Comparative Literature ,World Literature ,2,2,0,0
120095,Linguistics ,Hebrew Language & Linguistics ,2,1,1,0
120095,Germanic Lang & Lit ,German and Commercial Studies ,1,0,1,0
120095,Germanic Lang & Lit ,Language and Literature ,1,0,1,0
120095,Germanic Lang & Lit ,Language Studies ,1,0,1,0
120095,Germanic Lang & Lit ,Modern German Studies ,1,1,0,0
120095,French ,French Commercial Studies ,1,0,1,0
120095,French ,French Studies ,4,0,4,0
120095,Community Health ,Health Education ,33,3,30,0
120095,Community Health ,Health Planning & Admin ,65,19,46,0
120095,Community Health ,Rehab & Disability Studies ,12,3,9,0
120095,Kinesiology ,Athletic Training ,1,0,1,0
120095,Kinesiology ,Teacher Education K-12 ,7,5,2,0
120095,Speech & Hearing Science ,Audiology ,2,0,2,0
120095,Speech & Hearing Science ,Speech-Language Pathology ,12,1,11,0
120095,Leisure Studies ,Sports Management ,1,1,0,0
120095,"Recreation, Sport, and Tourism ",Recreation Management ,11,9,2,0
120095,"Recreation, Sport, and Tourism ",Tourism Management ,12,4,8,0
120095,"Recreation, Sport, and Tourism ",Sports Management ,52,36,15,1
120095,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,4,2,2,0
120095,Bioinformatics ,Library & Information Science ,1,0,1,0
120105,Bioenergy ,Professional Science Masters ,6,6,0,0
120105,Agricultural Production ,Professional Science Masters ,3,1,2,0
120105,Agr & Consumer Economics ,Agri-Accounting ,17,10,7,0
120105,Agr & Consumer Economics ,Agri-Finance ,7,5,2,0
120105,Agr & Consumer Economics ,Farm Management ,1,1,0,0
120105,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,15,13,2,0
120105,Agr & Consumer Economics ,Consumer Economics & Finance ,7,7,0,0
120105,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,1,1,0,0
120105,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",4,2,2,0
120105,Agr & Consumer Economics ,Public Policy and Law ,6,3,3,0
120105,Agr & Consumer Economics ,Financial Planning ,6,3,3,0
120105,Animal Sciences ,Animal Business Mgt and Ind ,4,2,2,0
120105,Animal Sciences ,"Companion,Rec,Lab An Sci ",10,3,7,0
120105,Animal Sciences ,"Science, Biotech & Pre-VetMed ",43,11,32,0
120105,Food Science & Human Nutrition ,Food Science ,12,3,9,0
120105,Food Science & Human Nutrition ,Food Industry and Business ,3,0,3,0
120105,Food Science & Human Nutrition ,Human Nutrition ,21,4,17,0
120105,Food Science & Human Nutrition ,Dietetics ,10,1,9,0
120105,Food Science & Human Nutrition ,Hospitality Management ,20,4,16,0
120105,Food Science & Human Nutrition ,Food Science ,7,2,5,0
120105,Food Science & Human Nutrition ,Human Nutrition ,4,2,2,0
120105,Food Science & Human Nutrition ,Professional Science Masters ,2,2,0,0
120105,Food Science & Human Nutrition ,Food Science ,2,0,2,0
120105,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,2,0,2,0
120105,Agr & Environmental Cmc & Educ ,Agricultural Education ,3,0,3,0
120105,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",4,0,4,0
120105,Human Development & Family St ,Child and Adolescent Dev ,11,2,9,0
120105,Human Development & Family St ,Family Studies ,10,1,9,0
120105,Human & Community Development ,Human Development & Family St ,2,0,2,0
120105,Crop Sciences ,Plant Biotech & Molecular Bio ,1,0,1,0
120105,Crop Sciences ,Biological Sciences ,2,2,0,0
120105,Horticulture ,Production and Management ,3,1,2,0
120105,Bioinformatics ,Crop Science ,2,2,0,0
120105,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,1,1,0,0
120105,Natural Resrcs & Environ Sci ,Human Dimensions ,3,2,1,0
120105,Natural Resrcs & Environ Sci ,Resource Ecology ,1,0,1,0
120105,Natural Resrcs & Environ Sci ,Soil and Water Science ,1,1,0,0
120105,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,3,1,2,0
120105,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,3,0,3,0
120105,Natural Resrcs & Environ Sci ,Globl Chg & Landscape Dynamics ,1,1,0,0
120105,Business Administration (MBA) ,MBA ,96,67,29,0
120105,Accountancy ,Taxation ,1,1,0,0
120105,Business Administration ,Marketing ,2,1,1,0
120105,Business Administration ,Organizational Administration ,1,0,1,0
120105,Business Administration ,Management Info Systems ,1,1,0,0
120105,Management ,Entrepreneurship ,6,4,2,0
120105,Management ,International Business ,11,6,5,0
120105,Management ,International Business ,3,2,1,0
120105,Management ,General Management ,9,3,6,0
120105,Management ,General Management ,5,3,2,0
120105,Business Administration (MBA) ,Executive Program ,42,34,7,1
120105,Early Childhood Education ,ECh: Language arts ,1,0,1,0
120105,Early Childhood Education ,ECh: Sociology ,1,0,1,0
120105,Early Childhood Education ,ECh: Spanish ,2,0,2,0
120105,Elementary Education ,EIEd: History ,1,1,0,0
120105,Elementary Education ,EIEd: Language Arts ,5,0,5,0
120105,Elementary Education ,EIEd: Mathematics ,1,0,1,0
120105,Elementary Education ,ElEd: Psychology ,2,0,2,0
120105,Elementary Education ,ElEd: Sociology ,3,0,3,0
120105,Elementary Education ,EIEd: French ,2,0,2,0
120105,Elementary Education ,EIEd: Spanish ,5,0,5,0
120105,Elementary Education ,Elementary Ed - Cert ,5,1,4,0
120105,Secondary Education ,English ,1,0,1,0
120105,Secondary Education ,Sciences ,1,1,0,0
120105,Secondary Education ,Mathematics ,1,0,1,0
120105,Ed Organization and Leadership ,Higher Education ,1,0,1,0
120105,Ed Organization and Leadership ,Educational Admin & Leadership ,1,1,0,0
120105,Ed Organization and Leadership ,Higher Education ,8,2,6,0
120105,Ed Organization and Leadership ,Educational Admin & Leadership ,8,3,5,0
120105,Ed Organization and Leadership ,Higher Education ,1,1,0,0
120105,Human Resource Education ,Human Resource Development ,1,0,1,0
120105,Human Resource Education ,Human Resource Development ,6,3,3,0
120105,Human Resource Education ,Human Resource Development ,1,0,1,0
120105,Human Resource Education ,Human Resource Development ,7,3,4,0
120105,Agricultural Engineering ,Food & Bioprocess Engineering ,1,1,0,0
120105,Computer Science ,CS:BS/MS Program ,1,1,0,0
120105,Computer Science ,CS:BS/MS Program ,1,1,0,0
120105,Bioinformatics ,Computer Science ,2,0,2,0
120105,Mechanical Engineering ,BS/MS Mechanical Engineering ,1,1,0,0
120105,Mechanical Engineering ,BS/MS Mechanical Engineering ,5,4,1,0
120105,Materials Science & Engr ,Ceramics ,1,0,1,0
120105,Materials Science & Engr ,Electronic Materials ,1,1,0,0
120105,Materials Science & Engr ,Metals ,2,1,1,0
120105,Materials Science & Engr ,Biomaterials ,2,1,1,0
120105,Materials Science & Engr ,Polymer ,2,2,0,0
120105,Nuclear Engineering ,"Power, Safety, and the Environ ",14,13,1,0
120105,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,4,4,0,0
120105,Nuclear Engineering ,"Radiol, Medical, & Instr Apps ",1,1,0,0
120105,"Nuclear, Plasma, Radiolgc Engr ","Radiol, Medical, & Instr Apps ",1,1,0,0
120105,Music ,Choral Music ,3,2,1,0
120105,Music ,Performance and Literature ,19,9,10,0
120105,Music ,Music Composition ,7,4,3,0
120105,Music ,Vocal Coaching & Accompanying ,1,0,1,0
120105,Music ,Jazz Performance ,5,3,2,0
120105,Music Education ,Choral Music ,4,1,3,0
120105,Music Education ,Instrumental Music ,13,3,10,0
120105,Music Education ,Elementary General Music ,2,0,2,0
120105,Music ,Performance and Literature ,6,3,3,0
120105,Music ,Musicology ,5,2,3,0
120105,Music ,Piano Pedagogy ,1,0,1,0
120105,Music ,Vocal Coaching & Accompanying ,2,1,1,0
120105,Crafts ,Ceramics ,3,0,3,0
120105,Crafts ,Metals ,1,0,1,0
120105,Art and Design ,Industrial Design ,6,2,4,0
120105,Art and Design ,Metals ,4,0,4,0
120105,Art and Design ,Painting ,1,0,1,0
120105,Landscape Architecture ,Five-Year Program ,1,1,0,0
120105,Architecture ,Architecture - 2 Yr ,14,7,7,0
120105,Architecture ,Architecture Track 3 ,7,4,3,0
120105,Theatre ,Costume Design &Constrctn ,1,0,1,0
120105,Theatre ,Stage Management ,1,0,1,0
120105,Theatre ,Theatre Studies ,4,3,1,0
120105,Theatre ,Acting ,5,2,3,0
120105,Theatre ,Lighting Design ,1,1,0,0
120105,Theatre ,Sound Design and Technology ,1,1,0,0
120105,Theatre ,Scenic Design ,1,0,1,0
120105,Theatre ,Design and Technology ,3,2,1,0
120105,Theatre ,Acting ,1,1,0,0
120105,Theatre ,Theatre Foundations ,1,1,0,0
120105,Media and Cinema Studies ,Cinema Studies ,3,3,0,0
120105,Media and Cinema Studies ,Media Studies ,7,1,6,0
120105,Anthropology ,Socioculturl & Linguistic Anth ,5,1,4,0
120105,Mathematics ,Applied Mathematics ,1,1,0,0
120105,Mathematics ,Graduate Preparation ,2,2,0,0
120105,Mathematics ,Mathematics Teaching Option ,6,3,3,0
120105,Applied Mathematics ,Actuarial Science ,2,1,1,0
120105,"Earth Systems, Env, & Society ",Society and the Environment ,9,4,5,0
120105,"Earth Systems, Env, & Society ",Science of the Earth System ,6,4,2,0
120105,Integrative Biology ,Honors Integrative Biology ,3,3,0,0
120105,Integrative Biology ,Honors Integrative Biology ,1,1,0,0
120105,Biology ,"Ecology, Ethology, Evolution ",2,0,2,0
120105,Biology ,"Ecology, Ethology, Evolution ",3,1,2,0
120105,Biology ,Ecology & Evolutionary Biology ,3,0,3,0
120105,Biology ,Physiol & Molec Plant Biology ,4,1,3,0
120105,Economics ,Policy Economics ,32,13,19,0
120105,Chemistry ,Environmental Chemistry ,1,1,0,0
120105,Molecular and Cellular Biology ,Honors ,18,9,9,0
120105,Molecular and Cellular Biology ,Honors ,3,2,1,0
120105,History ,Teaching of Social Studies ,16,9,7,0
120105,History ,Teaching of Social Studies ,1,1,0,0
120105,English ,English Teaching Option ,4,0,4,0
120105,Rhetoric ,Creative Writing ,16,13,3,0
120105,English ,Medieval Studies ,1,0,1,0
120105,Classics ,Latin ,1,0,1,0
120105,Classics ,Classical Civilization ,3,0,3,0
120105,Interdisciplinary ,Cinema Studies ,3,2,1,0
120105,Physics ,Physics Teaching Option ,1,0,1,0
120105,Statistics ,Applied ,3,1,2,0
120105,Spanish ,Spanish Linguistics ,3,0,3,0
120105,Geology ,Geophysics ,2,1,1,0
120105,Geology ,Environmental Geology ,2,1,1,0
120105,Geology ,Earth & Environmental Sciences ,2,2,0,0
120105,Chemical Engineering ,Biomolecular Engineering ,2,0,2,0
120105,Political Science ,Civic Leadership ,2,0,2,0
120105,Comparative Literature ,World Literature ,1,1,0,0
120105,Linguistics ,Hebrew Language & Linguistics ,2,1,1,0
120105,Geography ,Human Geography ,1,1,0,0
120105,Germanic Lang & Lit ,German and Commercial Studies ,2,1,1,0
120105,Germanic Lang & Lit ,German and Commercial Studies ,1,0,1,0
120105,Germanic Lang & Lit ,Language and Literature ,2,0,2,0
120105,French ,French Commercial Studies ,2,2,0,0
120105,Community Health ,Health Education ,33,2,31,0
120105,Community Health ,Health Planning & Admin ,62,21,41,0
120105,Community Health ,Rehab & Disability Studies ,14,2,12,0
120105,Kinesiology ,Athletic Training ,1,1,0,0
120105,Kinesiology ,Teacher Education K-12 ,8,7,1,0
120105,Speech & Hearing Science ,Audiology ,3,0,3,0
120105,Speech & Hearing Science ,Speech-Language Pathology ,23,2,21,0
120105,"Recreation, Sport, and Tourism ",Recreation Management ,25,14,11,0
120105,"Recreation, Sport, and Tourism ",Tourism Management ,6,2,4,0
120105,"Recreation, Sport, and Tourism ",Sports Management ,56,44,12,0
120105,Health ,Health and Aging ,2,1,1,0
120105,Health ,Health Behavior Change ,8,1,7,0
120105,Health ,Health Diversity ,3,0,3,0
120105,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,4,2,2,0
120105,Social Work ,Health Care ,17,0,17,0
120105,Social Work ,Mental Health ,44,5,39,0
120105,Social Work ,School Social Work ,33,2,31,0
120105,Social Work ,"Advocacy, Ldrshp, Socl Change ",6,0,6,0
120105,Social Work ,"Children, Youth, Family Svcs ",25,2,23,0
120105,Bioinformatics ,Library & Information Science ,2,0,2,0
120115,Bioenergy ,Professional Science Masters ,6,4,2,0
120115,Agricultural Production ,Professional Science Masters ,4,2,2,0
120115,Agr & Consumer Economics ,Agri-Accounting ,18,9,9,0
120115,Agr & Consumer Economics ,Agri-Finance ,7,4,3,0
120115,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,15,11,4,0
120115,Agr & Consumer Economics ,Consumer Economics & Finance ,6,6,0,0
120115,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,3,3,0,0
120115,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",1,1,0,0
120115,Agr & Consumer Economics ,Public Policy and Law ,8,5,3,0
120115,Agr & Consumer Economics ,Financial Planning ,9,6,3,0
120115,Animal Sciences ,"Companion,Rec,Lab An Sci ",7,0,7,0
120115,Animal Sciences ,Food Animal Science ,1,0,1,0
120115,Animal Sciences ,"Science, Biotech & Pre-VetMed ",30,5,25,0
120115,Animal Sciences ,Technology and Management ,1,0,1,0
120115,Animal Sciences ,Companion Animal & Equine Sci ,3,2,1,0
120115,Animal Sciences ,"Science, Pre-Vet Med and Med ",6,0,6,0
120115,Bioinformatics ,Animal Science ,4,4,0,0
120115,Food Science & Human Nutrition ,Food Science ,10,3,7,0
120115,Food Science & Human Nutrition ,Food Industry and Business ,2,1,1,0
120115,Food Science & Human Nutrition ,Human Nutrition ,21,1,20,0
120115,Food Science & Human Nutrition ,Dietetics ,13,0,13,0
120115,Food Science & Human Nutrition ,Hospitality Management ,22,5,17,0
120115,Food Science & Human Nutrition ,Food Science ,7,3,4,0
120115,Food Science & Human Nutrition ,Human Nutrition ,3,0,3,0
120115,Food Science & Human Nutrition ,Professional Science Masters ,2,1,1,0
120115,Food Science & Human Nutrition ,Food Science ,5,1,4,0
120115,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,2,0,2,0
120115,Agr & Environmental Cmc & Educ ,Agricultural Education ,2,1,1,0
120115,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",4,0,4,0
120115,Human Development & Family St ,Child and Adolescent Dev ,17,1,16,0
120115,Human Development & Family St ,Family Studies ,7,0,7,0
120115,Human & Community Development ,Human Development & Family St ,7,2,5,0
120115,Crop Sciences ,Crops ,2,1,1,0
120115,Crop Sciences ,Crop Agribusiness ,1,1,0,0
120115,Crop Sciences ,Plant Biotech & Molecular Bio ,3,2,1,0
120115,Crop Sciences ,Biological Sciences ,1,0,1,0
120115,Horticulture ,Production and Management ,3,2,1,0
120115,Horticulture ,Production and Management ,1,0,1,0
120115,Bioinformatics ,Crop Science ,4,3,1,0
120115,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,1,1,0,0
120115,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,2,0,2,0
120115,Natural Resrcs & Environ Sci ,Resource Ecology ,2,2,0,0
120115,Natural Resrcs & Environ Sci ,Soil and Water Science ,1,1,0,0
120115,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,5,3,2,0
120115,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,6,5,1,0
120115,Business Administration (MBA) ,MBA ,103,75,28,0
120115,Accountancy ,Taxation ,1,1,0,0
120115,Business Administration ,Organizational Administration ,1,1,0,0
120115,Business Administration ,Entrepreneurship ,1,1,0,0
120115,Management ,Entrepreneurship ,4,2,2,0
120115,Management ,Entrepreneurship ,1,0,1,0
120115,Management ,International Business ,8,3,5,0
120115,Management ,International Business ,5,2,3,0
120115,Management ,General Management ,7,7,0,0
120115,Management ,General Management ,2,1,1,0
120115,Business Administration (MBA) ,Executive Program ,24,18,6,0
120115,Early Childhood Education ,ECh: History ,2,0,2,0
120115,Early Childhood Education ,ECh: Psychology ,2,0,2,0
120115,Early Childhood Education ,ECh: Sociology ,1,0,1,0
120115,Early Childhood Education ,ECh: Spanish ,2,0,2,0
120115,Elementary Education ,EIEd: Geography ,1,0,1,0
120115,Elementary Education ,EIEd: History ,1,0,1,0
120115,Elementary Education ,EIEd: Language Arts ,6,0,6,0
120115,Elementary Education ,EIEd: Mathematics ,8,0,8,0
120115,Elementary Education ,EIEd: Philosophy ,1,0,0,1
120115,Elementary Education ,EIEd: Political Science ,1,0,1,0
120115,Elementary Education ,ElEd: Psychology ,4,0,4,0
120115,Elementary Education ,EIEd: French ,1,0,1,0
120115,Elementary Education ,EIEd: Spanish ,11,1,10,0
120115,Elementary Education ,General Sciences ,2,0,2,0
120115,Elementary Education ,Elementary Ed - Cert ,1,0,1,0
120115,Secondary & Continuing Educ ,Sciences Certification ,1,1,0,0
120115,Ed Organization and Leadership ,Higher Education ,1,1,0,0
120115,Ed Organization and Leadership ,Educational Admin & Leadership ,2,2,0,0
120115,Human Resource Education ,Human Resource Development ,1,0,1,0
120115,Ed Organization and Leadership ,Higher Education ,7,2,5,0
120115,Ed Organization and Leadership ,Educational Admin & Leadership ,14,3,11,0
120115,Human Resource Education ,Human Resource Development ,6,2,4,0
120115,Human Resource Education ,Human Resource Development ,1,1,0,0
120115,Ed Organization and Leadership ,Higher Education ,1,0,1,0
